0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
6/22/05,9/21/05,12/21/05,3/15/06,6/21/06,9/20/06,12/20/06,3/21/07,6/20/07,9/19/07,12/19/07,3/19/08,6/18/08,9/17/08,12/17/08,3/18/09,6/17/09,9/16/09,12/16/09,3/17/10,6/16/10,9/15/10,12/15/10,3/16/11,6/15/11,9/21/11,12/21/11,3/21/12,6/20/12,9/19/12,12/19/12,3/20/13,6/19/13,9/18/13,12/18/13,3/19/14,6/18/14,9/17/14,12/17/14,3/18/15,6/17/15
6/23/05,9/21/05,12/21/05,3/15/06,6/21/06,9/20/06,12/20/06,3/21/07,6/20/07,9/19/07,12/19/07,3/19/08,6/18/08,9/17/08,12/17/08,3/18/09,6/17/09,9/16/09,12/16/09,3/17/10,6/16/10,9/15/10,12/15/10,3/16/11,6/15/11,9/21/11,12/21/11,3/21/12,6/20/12,9/19/12,12/19/12,3/20/13,6/19/13,9/18/13,12/18/13,3/19/14,6/18/14,9/17/14,12/17/14,3/18/15,6/17/15
6/24/05,9/21/05,12/21/05,3/15/06,6/21/06,9/20/06,12/20/06,3/21/07,6/20/07,9/19/07,12/19/07,3/19/08,6/18/08,9/17/08,12/17/08,3/18/09,6/17/09,9/16/09,12/16/09,3/17/10,6/16/10,9/15/10,12/15/10,3/16/11,6/15/11,9/21/11,12/21/11,3/21/12,6/20/12,9/19/12,12/19/12,3/20/13,6/19/13,9/18/13,12/18/13,3/19/14,6/18/14,9/17/14,12/17/14,3/18/15,6/17/15
6/27/05,9/21/05,12/21/05,3/15/06,6/21/06,9/20/06,12/20/06,3/21/07,6/20/07,9/19/07,12/19/07,3/19/08,6/18/08,9/17/08,12/17/08,3/18/09,6/17/09,9/16/09,12/16/09,3/17/10,6/16/10,9/15/10,12/15/10,3/16/11,6/15/11,9/21/11,12/21/11,3/21/12,6/20/12,9/19/12,12/19/12,3/20/13,6/19/13,9/18/13,12/18/13,3/19/14,6/18/14,9/17/14,12/17/14,3/18/15,6/17/15
6/28/05,9/21/05,12/21/05,3/15/06,6/21/06,9/20/06,12/20/06,3/21/07,6/20/07,9/19/07,12/19/07,3/19/08,6/18/08,9/17/08,12/17/08,3/18/09,6/17/09,9/16/09,12/16/09,3/17/10,6/16/10,9/15/10,12/15/10,3/16/11,6/15/11,9/21/11,12/21/11,3/21/12,6/20/12,9/19/12,12/19/12,3/20/13,6/19/13,9/18/13,12/18/13,3/19/14,6/18/14,9/17/14,12/17/14,3/18/15,6/17/15
6/29/05,9/21/05,12/21/05,3/15/06,6/21/06,9/20/06,12/20/06,3/21/07,6/20/07,9/19/07,12/19/07,3/19/08,6/18/08,9/17/08,12/17/08,3/18/09,6/17/09,9/16/09,12/16/09,3/17/10,6/16/10,9/15/10,12/15/10,3/16/11,6/15/11,9/21/11,12/21/11,3/21/12,6/20/12,9/19/12,12/19/12,3/20/13,6/19/13,9/18/13,12/18/13,3/19/14,6/18/14,9/17/14,12/17/14,3/18/15,6/17/15
6/30/05,9/21/05,12/21/05,3/15/06,6/21/06,9/20/06,12/20/06,3/21/07,6/20/07,9/19/07,12/19/07,3/19/08,6/18/08,9/17/08,12/17/08,3/18/09,6/17/09,9/16/09,12/16/09,3/17/10,6/16/10,9/15/10,12/15/10,3/16/11,6/15/11,9/21/11,12/21/11,3/21/12,6/20/12,9/19/12,12/19/12,3/20/13,6/19/13,9/18/13,12/18/13,3/19/14,6/18/14,9/17/14,12/17/14,3/18/15,6/17/15
7/1/05,9/21/05,12/21/05,3/15/06,6/21/06,9/20/06,12/20/06,3/21/07,6/20/07,9/19/07,12/19/07,3/19/08,6/18/08,9/17/08,12/17/08,3/18/09,6/17/09,9/16/09,12/16/09,3/17/10,6/16/10,9/15/10,12/15/10,3/16/11,6/15/11,9/21/11,12/21/11,3/21/12,6/20/12,9/19/12,12/19/12,3/20/13,6/19/13,9/18/13,12/18/13,3/19/14,6/18/14,9/17/14,12/17/14,3/18/15,6/17/15
7/4/05,9/21/05,12/21/05,3/15/06,6/21/06,9/20/06,12/20/06,3/21/07,6/20/07,9/19/07,12/19/07,3/19/08,6/18/08,9/17/08,12/17/08,3/18/09,6/17/09,9/16/09,12/16/09,3/17/10,6/16/10,9/15/10,12/15/10,3/16/11,6/15/11,9/21/11,12/21/11,3/21/12,6/20/12,9/19/12,12/19/12,3/20/13,6/19/13,9/18/13,12/18/13,3/19/14,6/18/14,9/17/14,12/17/14,3/18/15,6/17/15
7/5/05,9/21/05,12/21/05,3/15/06,6/21/06,9/20/06,12/20/06,3/21/07,6/20/07,9/19/07,12/19/07,3/19/08,6/18/08,9/17/08,12/17/08,3/18/09,6/17/09,9/16/09,12/16/09,3/17/10,6/16/10,9/15/10,12/15/10,3/16/11,6/15/11,9/21/11,12/21/11,3/21/12,6/20/12,9/19/12,12/19/12,3/20/13,6/19/13,9/18/13,12/18/13,3/19/14,6/18/14,9/17/14,12/17/14,3/18/15,6/17/15
7/6/05,9/21/05,12/21/05,3/15/06,6/21/06,9/20/06,12/20/06,3/21/07,6/20/07,9/19/07,12/19/07,3/19/08,6/18/08,9/17/08,12/17/08,3/18/09,6/17/09,9/16/09,12/16/09,3/17/10,6/16/10,9/15/10,12/15/10,3/16/11,6/15/11,9/21/11,12/21/11,3/21/12,6/20/12,9/19/12,12/19/12,3/20/13,6/19/13,9/18/13,12/18/13,3/19/14,6/18/14,9/17/14,12/17/14,3/18/15,6/17/15
7/7/05,9/21/05,12/21/05,3/15/06,6/21/06,9/20/06,12/20/06,3/21/07,6/20/07,9/19/07,12/19/07,3/19/08,6/18/08,9/17/08,12/17/08,3/18/09,6/17/09,9/16/09,12/16/09,3/17/10,6/16/10,9/15/10,12/15/10,3/16/11,6/15/11,9/21/11,12/21/11,3/21/12,6/20/12,9/19/12,12/19/12,3/20/13,6/19/13,9/18/13,12/18/13,3/19/14,6/18/14,9/17/14,12/17/14,3/18/15,6/17/15
7/8/05,9/21/05,12/21/05,3/15/06,6/21/06,9/20/06,12/20/06,3/21/07,6/20/07,9/19/07,12/19/07,3/19/08,6/18/08,9/17/08,12/17/08,3/18/09,6/17/09,9/16/09,12/16/09,3/17/10,6/16/10,9/15/10,12/15/10,3/16/11,6/15/11,9/21/11,12/21/11,3/21/12,6/20/12,9/19/12,12/19/12,3/20/13,6/19/13,9/18/13,12/18/13,3/19/14,6/18/14,9/17/14,12/17/14,3/18/15,6/17/15
7/11/05,9/21/05,12/21/05,3/15/06,6/21/06,9/20/06,12/20/06,3/21/07,6/20/07,9/19/07,12/19/07,3/19/08,6/18/08,9/17/08,12/17/08,3/18/09,6/17/09,9/16/09,12/16/09,3/17/10,6/16/10,9/15/10,12/15/10,3/16/11,6/15/11,9/21/11,12/21/11,3/21/12,6/20/12,9/19/12,12/19/12,3/20/13,6/19/13,9/18/13,12/18/13,3/19/14,6/18/14,9/17/14,12/17/14,3/18/15,6/17/15
7/12/05,9/21/05,12/21/05,3/15/06,6/21/06,9/20/06,12/20/06,3/21/07,6/20/07,9/19/07,12/19/07,3/19/08,6/18/08,9/17/08,12/17/08,3/18/09,6/17/09,9/16/09,12/16/09,3/17/10,6/16/10,9/15/10,12/15/10,3/16/11,6/15/11,9/21/11,12/21/11,3/21/12,6/20/12,9/19/12,12/19/12,3/20/13,6/19/13,9/18/13,12/18/13,3/19/14,6/18/14,9/17/14,12/17/14,3/18/15,6/17/15
7/13/05,9/21/05,12/21/05,3/15/06,6/21/06,9/20/06,12/20/06,3/21/07,6/20/07,9/19/07,12/19/07,3/19/08,6/18/08,9/17/08,12/17/08,3/18/09,6/17/09,9/16/09,12/16/09,3/17/10,6/16/10,9/15/10,12/15/10,3/16/11,6/15/11,9/21/11,12/21/11,3/21/12,6/20/12,9/19/12,12/19/12,3/20/13,6/19/13,9/18/13,12/18/13,3/19/14,6/18/14,9/17/14,12/17/14,3/18/15,6/17/15
7/14/05,9/21/05,12/21/05,3/15/06,6/21/06,9/20/06,12/20/06,3/21/07,6/20/07,9/19/07,12/19/07,3/19/08,6/18/08,9/17/08,12/17/08,3/18/09,6/17/09,9/16/09,12/16/09,3/17/10,6/16/10,9/15/10,12/15/10,3/16/11,6/15/11,9/21/11,12/21/11,3/21/12,6/20/12,9/19/12,12/19/12,3/20/13,6/19/13,9/18/13,12/18/13,3/19/14,6/18/14,9/17/14,12/17/14,3/18/15,6/17/15
7/15/05,9/21/05,12/21/05,3/15/06,6/21/06,9/20/06,12/20/06,3/21/07,6/20/07,9/19/07,12/19/07,3/19/08,6/18/08,9/17/08,12/17/08,3/18/09,6/17/09,9/16/09,12/16/09,3/17/10,6/16/10,9/15/10,12/15/10,3/16/11,6/15/11,9/21/11,12/21/11,3/21/12,6/20/12,9/19/12,12/19/12,3/20/13,6/19/13,9/18/13,12/18/13,3/19/14,6/18/14,9/17/14,12/17/14,3/18/15,6/17/15
7/18/05,9/21/05,12/21/05,3/15/06,6/21/06,9/20/06,12/20/06,3/21/07,6/20/07,9/19/07,12/19/07,3/19/08,6/18/08,9/17/08,12/17/08,3/18/09,6/17/09,9/16/09,12/16/09,3/17/10,6/16/10,9/15/10,12/15/10,3/16/11,6/15/11,9/21/11,12/21/11,3/21/12,6/20/12,9/19/12,12/19/12,3/20/13,6/19/13,9/18/13,12/18/13,3/19/14,6/18/14,9/17/14,12/17/14,3/18/15,6/17/15
7/19/05,9/21/05,12/21/05,3/15/06,6/21/06,9/20/06,12/20/06,3/21/07,6/20/07,9/19/07,12/19/07,3/19/08,6/18/08,9/17/08,12/17/08,3/18/09,6/17/09,9/16/09,12/16/09,3/17/10,6/16/10,9/15/10,12/15/10,3/16/11,6/15/11,9/21/11,12/21/11,3/21/12,6/20/12,9/19/12,12/19/12,3/20/13,6/19/13,9/18/13,12/18/13,3/19/14,6/18/14,9/17/14,12/17/14,3/18/15,6/17/15
7/20/05,9/21/05,12/21/05,3/15/06,6/21/06,9/20/06,12/20/06,3/21/07,6/20/07,9/19/07,12/19/07,3/19/08,6/18/08,9/17/08,12/17/08,3/18/09,6/17/09,9/16/09,12/16/09,3/17/10,6/16/10,9/15/10,12/15/10,3/16/11,6/15/11,9/21/11,12/21/11,3/21/12,6/20/12,9/19/12,12/19/12,3/20/13,6/19/13,9/18/13,12/18/13,3/19/14,6/18/14,9/17/14,12/17/14,3/18/15,6/17/15
7/21/05,9/21/05,12/21/05,3/15/06,6/21/06,9/20/06,12/20/06,3/21/07,6/20/07,9/19/07,12/19/07,3/19/08,6/18/08,9/17/08,12/17/08,3/18/09,6/17/09,9/16/09,12/16/09,3/17/10,6/16/10,9/15/10,12/15/10,3/16/11,6/15/11,9/21/11,12/21/11,3/21/12,6/20/12,9/19/12,12/19/12,3/20/13,6/19/13,9/18/13,12/18/13,3/19/14,6/18/14,9/17/14,12/17/14,3/18/15,6/17/15
7/22/05,9/21/05,12/21/05,3/15/06,6/21/06,9/20/06,12/20/06,3/21/07,6/20/07,9/19/07,12/19/07,3/19/08,6/18/08,9/17/08,12/17/08,3/18/09,6/17/09,9/16/09,12/16/09,3/17/10,6/16/10,9/15/10,12/15/10,3/16/11,6/15/11,9/21/11,12/21/11,3/21/12,6/20/12,9/19/12,12/19/12,3/20/13,6/19/13,9/18/13,12/18/13,3/19/14,6/18/14,9/17/14,12/17/14,3/18/15,6/17/15
7/25/05,9/21/05,12/21/05,3/15/06,6/21/06,9/20/06,12/20/06,3/21/07,6/20/07,9/19/07,12/19/07,3/19/08,6/18/08,9/17/08,12/17/08,3/18/09,6/17/09,9/16/09,12/16/09,3/17/10,6/16/10,9/15/10,12/15/10,3/16/11,6/15/11,9/21/11,12/21/11,3/21/12,6/20/12,9/19/12,12/19/12,3/20/13,6/19/13,9/18/13,12/18/13,3/19/14,6/18/14,9/17/14,12/17/14,3/18/15,6/17/15
7/26/05,9/21/05,12/21/05,3/15/06,6/21/06,9/20/06,12/20/06,3/21/07,6/20/07,9/19/07,12/19/07,3/19/08,6/18/08,9/17/08,12/17/08,3/18/09,6/17/09,9/16/09,12/16/09,3/17/10,6/16/10,9/15/10,12/15/10,3/16/11,6/15/11,9/21/11,12/21/11,3/21/12,6/20/12,9/19/12,12/19/12,3/20/13,6/19/13,9/18/13,12/18/13,3/19/14,6/18/14,9/17/14,12/17/14,3/18/15,6/17/15
7/27/05,9/21/05,12/21/05,3/15/06,6/21/06,9/20/06,12/20/06,3/21/07,6/20/07,9/19/07,12/19/07,3/19/08,6/18/08,9/17/08,12/17/08,3/18/09,6/17/09,9/16/09,12/16/09,3/17/10,6/16/10,9/15/10,12/15/10,3/16/11,6/15/11,9/21/11,12/21/11,3/21/12,6/20/12,9/19/12,12/19/12,3/20/13,6/19/13,9/18/13,12/18/13,3/19/14,6/18/14,9/17/14,12/17/14,3/18/15,6/17/15
7/28/05,9/21/05,12/21/05,3/15/06,6/21/06,9/20/06,12/20/06,3/21/07,6/20/07,9/19/07,12/19/07,3/19/08,6/18/08,9/17/08,12/17/08,3/18/09,6/17/09,9/16/09,12/16/09,3/17/10,6/16/10,9/15/10,12/15/10,3/16/11,6/15/11,9/21/11,12/21/11,3/21/12,6/20/12,9/19/12,12/19/12,3/20/13,6/19/13,9/18/13,12/18/13,3/19/14,6/18/14,9/17/14,12/17/14,3/18/15,6/17/15
7/29/05,9/21/05,12/21/05,3/15/06,6/21/06,9/20/06,12/20/06,3/21/07,6/20/07,9/19/07,12/19/07,3/19/08,6/18/08,9/17/08,12/17/08,3/18/09,6/17/09,9/16/09,12/16/09,3/17/10,6/16/10,9/15/10,12/15/10,3/16/11,6/15/11,9/21/11,12/21/11,3/21/12,6/20/12,9/19/12,12/19/12,3/20/13,6/19/13,9/18/13,12/18/13,3/19/14,6/18/14,9/17/14,12/17/14,3/18/15,6/17/15
8/1/05,9/21/05,12/21/05,3/15/06,6/21/06,9/20/06,12/20/06,3/21/07,6/20/07,9/19/07,12/19/07,3/19/08,6/18/08,9/17/08,12/17/08,3/18/09,6/17/09,9/16/09,12/16/09,3/17/10,6/16/10,9/15/10,12/15/10,3/16/11,6/15/11,9/21/11,12/21/11,3/21/12,6/20/12,9/19/12,12/19/12,3/20/13,6/19/13,9/18/13,12/18/13,3/19/14,6/18/14,9/17/14,12/17/14,3/18/15,6/17/15
8/2/05,9/21/05,12/21/05,3/15/06,6/21/06,9/20/06,12/20/06,3/21/07,6/20/07,9/19/07,12/19/07,3/19/08,6/18/08,9/17/08,12/17/08,3/18/09,6/17/09,9/16/09,12/16/09,3/17/10,6/16/10,9/15/10,12/15/10,3/16/11,6/15/11,9/21/11,12/21/11,3/21/12,6/20/12,9/19/12,12/19/12,3/20/13,6/19/13,9/18/13,12/18/13,3/19/14,6/18/14,9/17/14,12/17/14,3/18/15,6/17/15
8/3/05,9/21/05,12/21/05,3/15/06,6/21/06,9/20/06,12/20/06,3/21/07,6/20/07,9/19/07,12/19/07,3/19/08,6/18/08,9/17/08,12/17/08,3/18/09,6/17/09,9/16/09,12/16/09,3/17/10,6/16/10,9/15/10,12/15/10,3/16/11,6/15/11,9/21/11,12/21/11,3/21/12,6/20/12,9/19/12,12/19/12,3/20/13,6/19/13,9/18/13,12/18/13,3/19/14,6/18/14,9/17/14,12/17/14,3/18/15,6/17/15
8/4/05,9/21/05,12/21/05,3/15/06,6/21/06,9/20/06,12/20/06,3/21/07,6/20/07,9/19/07,12/19/07,3/19/08,6/18/08,9/17/08,12/17/08,3/18/09,6/17/09,9/16/09,12/16/09,3/17/10,6/16/10,9/15/10,12/15/10,3/16/11,6/15/11,9/21/11,12/21/11,3/21/12,6/20/12,9/19/12,12/19/12,3/20/13,6/19/13,9/18/13,12/18/13,3/19/14,6/18/14,9/17/14,12/17/14,3/18/15,6/17/15
8/5/05,9/21/05,12/21/05,3/15/06,6/21/06,9/20/06,12/20/06,3/21/07,6/20/07,9/19/07,12/19/07,3/19/08,6/18/08,9/17/08,12/17/08,3/18/09,6/17/09,9/16/09,12/16/09,3/17/10,6/16/10,9/15/10,12/15/10,3/16/11,6/15/11,9/21/11,12/21/11,3/21/12,6/20/12,9/19/12,12/19/12,3/20/13,6/19/13,9/18/13,12/18/13,3/19/14,6/18/14,9/17/14,12/17/14,3/18/15,6/17/15
8/8/05,9/21/05,12/21/05,3/15/06,6/21/06,9/20/06,12/20/06,3/21/07,6/20/07,9/19/07,12/19/07,3/19/08,6/18/08,9/17/08,12/17/08,3/18/09,6/17/09,9/16/09,12/16/09,3/17/10,6/16/10,9/15/10,12/15/10,3/16/11,6/15/11,9/21/11,12/21/11,3/21/12,6/20/12,9/19/12,12/19/12,3/20/13,6/19/13,9/18/13,12/18/13,3/19/14,6/18/14,9/17/14,12/17/14,3/18/15,6/17/15
8/9/05,9/21/05,12/21/05,3/15/06,6/21/06,9/20/06,12/20/06,3/21/07,6/20/07,9/19/07,12/19/07,3/19/08,6/18/08,9/17/08,12/17/08,3/18/09,6/17/09,9/16/09,12/16/09,3/17/10,6/16/10,9/15/10,12/15/10,3/16/11,6/15/11,9/21/11,12/21/11,3/21/12,6/20/12,9/19/12,12/19/12,3/20/13,6/19/13,9/18/13,12/18/13,3/19/14,6/18/14,9/17/14,12/17/14,3/18/15,6/17/15
8/10/05,9/21/05,12/21/05,3/15/06,6/21/06,9/20/06,12/20/06,3/21/07,6/20/07,9/19/07,12/19/07,3/19/08,6/18/08,9/17/08,12/17/08,3/18/09,6/17/09,9/16/09,12/16/09,3/17/10,6/16/10,9/15/10,12/15/10,3/16/11,6/15/11,9/21/11,12/21/11,3/21/12,6/20/12,9/19/12,12/19/12,3/20/13,6/19/13,9/18/13,12/18/13,3/19/14,6/18/14,9/17/14,12/17/14,3/18/15,6/17/15
8/11/05,9/21/05,12/21/05,3/15/06,6/21/06,9/20/06,12/20/06,3/21/07,6/20/07,9/19/07,12/19/07,3/19/08,6/18/08,9/17/08,12/17/08,3/18/09,6/17/09,9/16/09,12/16/09,3/17/10,6/16/10,9/15/10,12/15/10,3/16/11,6/15/11,9/21/11,12/21/11,3/21/12,6/20/12,9/19/12,12/19/12,3/20/13,6/19/13,9/18/13,12/18/13,3/19/14,6/18/14,9/17/14,12/17/14,3/18/15,6/17/15
8/12/05,9/21/05,12/21/05,3/15/06,6/21/06,9/20/06,12/20/06,3/21/07,6/20/07,9/19/07,12/19/07,3/19/08,6/18/08,9/17/08,12/17/08,3/18/09,6/17/09,9/16/09,12/16/09,3/17/10,6/16/10,9/15/10,12/15/10,3/16/11,6/15/11,9/21/11,12/21/11,3/21/12,6/20/12,9/19/12,12/19/12,3/20/13,6/19/13,9/18/13,12/18/13,3/19/14,6/18/14,9/17/14,12/17/14,3/18/15,6/17/15
8/15/05,9/21/05,12/21/05,3/15/06,6/21/06,9/20/06,12/20/06,3/21/07,6/20/07,9/19/07,12/19/07,3/19/08,6/18/08,9/17/08,12/17/08,3/18/09,6/17/09,9/16/09,12/16/09,3/17/10,6/16/10,9/15/10,12/15/10,3/16/11,6/15/11,9/21/11,12/21/11,3/21/12,6/20/12,9/19/12,12/19/12,3/20/13,6/19/13,9/18/13,12/18/13,3/19/14,6/18/14,9/17/14,12/17/14,3/18/15,6/17/15
8/16/05,9/21/05,12/21/05,3/15/06,6/21/06,9/20/06,12/20/06,3/21/07,6/20/07,9/19/07,12/19/07,3/19/08,6/18/08,9/17/08,12/17/08,3/18/09,6/17/09,9/16/09,12/16/09,3/17/10,6/16/10,9/15/10,12/15/10,3/16/11,6/15/11,9/21/11,12/21/11,3/21/12,6/20/12,9/19/12,12/19/12,3/20/13,6/19/13,9/18/13,12/18/13,3/19/14,6/18/14,9/17/14,12/17/14,3/18/15,6/17/15
8/17/05,9/21/05,12/21/05,3/15/06,6/21/06,9/20/06,12/20/06,3/21/07,6/20/07,9/19/07,12/19/07,3/19/08,6/18/08,9/17/08,12/17/08,3/18/09,6/17/09,9/16/09,12/16/09,3/17/10,6/16/10,9/15/10,12/15/10,3/16/11,6/15/11,9/21/11,12/21/11,3/21/12,6/20/12,9/19/12,12/19/12,3/20/13,6/19/13,9/18/13,12/18/13,3/19/14,6/18/14,9/17/14,12/17/14,3/18/15,6/17/15
8/18/05,9/21/05,12/21/05,3/15/06,6/21/06,9/20/06,12/20/06,3/21/07,6/20/07,9/19/07,12/19/07,3/19/08,6/18/08,9/17/08,12/17/08,3/18/09,6/17/09,9/16/09,12/16/09,3/17/10,6/16/10,9/15/10,12/15/10,3/16/11,6/15/11,9/21/11,12/21/11,3/21/12,6/20/12,9/19/12,12/19/12,3/20/13,6/19/13,9/18/13,12/18/13,3/19/14,6/18/14,9/17/14,12/17/14,3/18/15,6/17/15
8/19/05,9/21/05,12/21/05,3/15/06,6/21/06,9/20/06,12/20/06,3/21/07,6/20/07,9/19/07,12/19/07,3/19/08,6/18/08,9/17/08,12/17/08,3/18/09,6/17/09,9/16/09,12/16/09,3/17/10,6/16/10,9/15/10,12/15/10,3/16/11,6/15/11,9/21/11,12/21/11,3/21/12,6/20/12,9/19/12,12/19/12,3/20/13,6/19/13,9/18/13,12/18/13,3/19/14,6/18/14,9/17/14,12/17/14,3/18/15,6/17/15
8/22/05,9/21/05,12/21/05,3/15/06,6/21/06,9/20/06,12/20/06,3/21/07,6/20/07,9/19/07,12/19/07,3/19/08,6/18/08,9/17/08,12/17/08,3/18/09,6/17/09,9/16/09,12/16/09,3/17/10,6/16/10,9/15/10,12/15/10,3/16/11,6/15/11,9/21/11,12/21/11,3/21/12,6/20/12,9/19/12,12/19/12,3/20/13,6/19/13,9/18/13,12/18/13,3/19/14,6/18/14,9/17/14,12/17/14,3/18/15,6/17/15
8/23/05,9/21/05,12/21/05,3/15/06,6/21/06,9/20/06,12/20/06,3/21/07,6/20/07,9/19/07,12/19/07,3/19/08,6/18/08,9/17/08,12/17/08,3/18/09,6/17/09,9/16/09,12/16/09,3/17/10,6/16/10,9/15/10,12/15/10,3/16/11,6/15/11,9/21/11,12/21/11,3/21/12,6/20/12,9/19/12,12/19/12,3/20/13,6/19/13,9/18/13,12/18/13,3/19/14,6/18/14,9/17/14,12/17/14,3/18/15,6/17/15
8/24/05,9/21/05,12/21/05,3/15/06,6/21/06,9/20/06,12/20/06,3/21/07,6/20/07,9/19/07,12/19/07,3/19/08,6/18/08,9/17/08,12/17/08,3/18/09,6/17/09,9/16/09,12/16/09,3/17/10,6/16/10,9/15/10,12/15/10,3/16/11,6/15/11,9/21/11,12/21/11,3/21/12,6/20/12,9/19/12,12/19/12,3/20/13,6/19/13,9/18/13,12/18/13,3/19/14,6/18/14,9/17/14,12/17/14,3/18/15,6/17/15
8/25/05,9/21/05,12/21/05,3/15/06,6/21/06,9/20/06,12/20/06,3/21/07,6/20/07,9/19/07,12/19/07,3/19/08,6/18/08,9/17/08,12/17/08,3/18/09,6/17/09,9/16/09,12/16/09,3/17/10,6/16/10,9/15/10,12/15/10,3/16/11,6/15/11,9/21/11,12/21/11,3/21/12,6/20/12,9/19/12,12/19/12,3/20/13,6/19/13,9/18/13,12/18/13,3/19/14,6/18/14,9/17/14,12/17/14,3/18/15,6/17/15
8/26/05,9/21/05,12/21/05,3/15/06,6/21/06,9/20/06,12/20/06,3/21/07,6/20/07,9/19/07,12/19/07,3/19/08,6/18/08,9/17/08,12/17/08,3/18/09,6/17/09,9/16/09,12/16/09,3/17/10,6/16/10,9/15/10,12/15/10,3/16/11,6/15/11,9/21/11,12/21/11,3/21/12,6/20/12,9/19/12,12/19/12,3/20/13,6/19/13,9/18/13,12/18/13,3/19/14,6/18/14,9/17/14,12/17/14,3/18/15,6/17/15
8/29/05,9/21/05,12/21/05,3/15/06,6/21/06,9/20/06,12/20/06,3/21/07,6/20/07,9/19/07,12/19/07,3/19/08,6/18/08,9/17/08,12/17/08,3/18/09,6/17/09,9/16/09,12/16/09,3/17/10,6/16/10,9/15/10,12/15/10,3/16/11,6/15/11,9/21/11,12/21/11,3/21/12,6/20/12,9/19/12,12/19/12,3/20/13,6/19/13,9/18/13,12/18/13,3/19/14,6/18/14,9/17/14,12/17/14,3/18/15,6/17/15
8/30/05,9/21/05,12/21/05,3/15/06,6/21/06,9/20/06,12/20/06,3/21/07,6/20/07,9/19/07,12/19/07,3/19/08,6/18/08,9/17/08,12/17/08,3/18/09,6/17/09,9/16/09,12/16/09,3/17/10,6/16/10,9/15/10,12/15/10,3/16/11,6/15/11,9/21/11,12/21/11,3/21/12,6/20/12,9/19/12,12/19/12,3/20/13,6/19/13,9/18/13,12/18/13,3/19/14,6/18/14,9/17/14,12/17/14,3/18/15,6/17/15
8/31/05,9/21/05,12/21/05,3/15/06,6/21/06,9/20/06,12/20/06,3/21/07,6/20/07,9/19/07,12/19/07,3/19/08,6/18/08,9/17/08,12/17/08,3/18/09,6/17/09,9/16/09,12/16/09,3/17/10,6/16/10,9/15/10,12/15/10,3/16/11,6/15/11,9/21/11,12/21/11,3/21/12,6/20/12,9/19/12,12/19/12,3/20/13,6/19/13,9/18/13,12/18/13,3/19/14,6/18/14,9/17/14,12/17/14,3/18/15,6/17/15
9/1/05,9/21/05,12/21/05,3/15/06,6/21/06,9/20/06,12/20/06,3/21/07,6/20/07,9/19/07,12/19/07,3/19/08,6/18/08,9/17/08,12/17/08,3/18/09,6/17/09,9/16/09,12/16/09,3/17/10,6/16/10,9/15/10,12/15/10,3/16/11,6/15/11,9/21/11,12/21/11,3/21/12,6/20/12,9/19/12,12/19/12,3/20/13,6/19/13,9/18/13,12/18/13,3/19/14,6/18/14,9/17/14,12/17/14,3/18/15,6/17/15
9/2/05,9/21/05,12/21/05,3/15/06,6/21/06,9/20/06,12/20/06,3/21/07,6/20/07,9/19/07,12/19/07,3/19/08,6/18/08,9/17/08,12/17/08,3/18/09,6/17/09,9/16/09,12/16/09,3/17/10,6/16/10,9/15/10,12/15/10,3/16/11,6/15/11,9/21/11,12/21/11,3/21/12,6/20/12,9/19/12,12/19/12,3/20/13,6/19/13,9/18/13,12/18/13,3/19/14,6/18/14,9/17/14,12/17/14,3/18/15,6/17/15
9/5/05,9/21/05,12/21/05,3/15/06,6/21/06,9/20/06,12/20/06,3/21/07,6/20/07,9/19/07,12/19/07,3/19/08,6/18/08,9/17/08,12/17/08,3/18/09,6/17/09,9/16/09,12/16/09,3/17/10,6/16/10,9/15/10,12/15/10,3/16/11,6/15/11,9/21/11,12/21/11,3/21/12,6/20/12,9/19/12,12/19/12,3/20/13,6/19/13,9/18/13,12/18/13,3/19/14,6/18/14,9/17/14,12/17/14,3/18/15,6/17/15
9/6/05,9/21/05,12/21/05,3/15/06,6/21/06,9/20/06,12/20/06,3/21/07,6/20/07,9/19/07,12/19/07,3/19/08,6/18/08,9/17/08,12/17/08,3/18/09,6/17/09,9/16/09,12/16/09,3/17/10,6/16/10,9/15/10,12/15/10,3/16/11,6/15/11,9/21/11,12/21/11,3/21/12,6/20/12,9/19/12,12/19/12,3/20/13,6/19/13,9/18/13,12/18/13,3/19/14,6/18/14,9/17/14,12/17/14,3/18/15,6/17/15
9/7/05,9/21/05,12/21/05,3/15/06,6/21/06,9/20/06,12/20/06,3/21/07,6/20/07,9/19/07,12/19/07,3/19/08,6/18/08,9/17/08,12/17/08,3/18/09,6/17/09,9/16/09,12/16/09,3/17/10,6/16/10,9/15/10,12/15/10,3/16/11,6/15/11,9/21/11,12/21/11,3/21/12,6/20/12,9/19/12,12/19/12,3/20/13,6/19/13,9/18/13,12/18/13,3/19/14,6/18/14,9/17/14,12/17/14,3/18/15,6/17/15
